ID,mean,std,median
6426,0.43,0.02,0.44
6428,,,
6430,0.24,0.01,0.24
6431,0.43,,0.43
6432,0.54,0.0,0.54
6433,0.35,0.01,0.35
6436,0.4,0.03,0.39
6439,0.63,,0.63
6441,0.45,,0.45
6442,0.66,0.03,0.68
6443,0.56,,0.56
6446,0.35,0.0,0.35
6447,0.52,,0.52
6448,0.73,0.03,0.72
6449,0.81,,0.81
6450,0.36,0.02,0.36
6451,0.8,,0.8
6453,0.86,0.02,0.86
6458,0.17,0.02,0.17
6459,0.66,0.01,0.66
6462,0.75,,0.75
6463,0.92,,0.92
6466,0.3,,0.3
6467,0.82,0.0,0.82
6468,0.08,0.0,0.08
6469,0.51,0.03,0.51
6470,0.45,0.06,0.48
6471,0.99,0.0,0.99
6473,0.74,0.01,0.75
6477,0.48,0.05,0.49
6478,0.31,,0.31
6480,,,
6481,0.41,,0.41
6482,0.52,0.11,0.52
6483,,,
6484,0.14,,0.14
6485,0.18,0.02,0.19
6487,0.17,,0.17
6488,,,
6489,0.54,0.01,0.53
6490,0.69,,0.69
6491,0.16,0.02,0.16
6492,0.39,0.02,0.4
6495,0.35,0.05,0.32
6496,0.49,,0.49
6497,0.69,,0.69
6500,0.63,,0.63
6501,0.14,0.06,0.14
6502,,,
6503,0.26,0.03,0.27
6505,0.56,,0.56
6508,0.39,0.01,0.39
6511,0.44,,0.44
6512,,,
6514,0.58,0.03,0.58
6520,0.36,0.02,0.36
6521,0.78,0.05,0.81
6522,0.7,0.02,0.7
6524,0.43,0.0,0.43
6525,0.25,,0.25
6526,0.2,0.01,0.2
6527,0.4,,0.4
6528,0.75,0.03,0.76
6529,0.49,0.01,0.49
6531,0.61,,0.61
6533,0.43,0.02,0.44
6534,0.54,0.02,0.53
6535,0.58,,0.58
6536,0.23,0.01,0.23
6537,,,
6539,,,
6546,0.48,0.01,0.48
6547,0.5,0.01,0.5
6548,,,
6549,0.21,,0.21
6550,0.77,,0.77
6551,0.12,0.02,0.12
6552,0.46,,0.46
6554,0.38,0.02,0.38
6558,,,
6560,0.62,0.03,0.63
6563,0.5,0.01,0.5
6564,0.33,,0.33
6566,0.78,0.01,0.78
6570,0.46,,0.46
6571,0.83,0.03,0.82
6572,,,
6573,0.46,0.04,0.47
6574,0.42,0.07,0.42
6577,0.32,0.01,0.32
6580,0.19,0.0,0.19
6583,0.42,0.01,0.42
6584,0.48,0.03,0.47
6585,0.39,0.06,0.42
6586,0.42,,0.42
6587,0.42,0.06,0.41
6588,0.63,0.01,0.63
6589,0.42,0.03,0.43
6591,0.11,,0.11
6592,0.09,0.01,0.09
6593,0.09,,0.09
6594,0.51,0.0,0.51
6595,,,
6596,,,
6597,0.78,0.02,0.77
6600,0.27,,0.27
6601,0.36,0.01,0.36
6604,0.3,0.01,0.3
6605,0.24,0.01,0.24
6606,0.23,,0.23
6608,,,
6611,0.2,0.03,0.2
6613,0.47,,0.47
6614,0.33,0.04,0.32
6615,0.14,0.01,0.15
6616,0.38,0.02,0.38
6621,0.39,,0.39
6624,0.31,0.05,0.33
6626,0.45,0.02,0.45
6629,0.34,0.01,0.34
6631,0.25,0.0,0.25
6634,0.98,0.0,0.98
6636,0.6,0.03,0.6
6637,0.29,,0.29
6638,0.69,,0.69
6639,0.48,0.03,0.49
6641,0.75,0.0,0.75
6642,0.24,0.02,0.24
6645,,,
6646,0.45,,0.45
6649,0.32,,0.32
6650,0.51,0.01,0.51
6651,0.37,,0.37
6653,0.4,0.01,0.4
6654,0.54,0.03,0.54
6655,,,
6657,0.72,0.01,0.72
6658,0.25,0.05,0.23
6659,0.65,0.02,0.66
6660,0.41,0.07,0.41
6661,0.37,0.03,0.38
6662,0.25,0.02,0.24
6663,,,
6665,0.58,0.01,0.58
6667,0.49,0.01,0.49
6668,0.48,,0.48
6670,0.55,0.01,0.55
6671,0.44,0.02,0.44
6672,0.5,,0.5
6679,0.41,0.01,0.42
6681,0.52,,0.52
6683,0.52,,0.52
6685,0.43,,0.43
6686,0.31,0.01,0.3
6687,0.69,0.02,0.7
6688,0.28,0.01,0.28
6689,0.13,0.03,0.13
6690,0.78,0.03,0.78
6692,0.37,0.01,0.37
6693,,,
6695,0.56,0.01,0.56
6696,0.53,,0.53
6697,0.26,0.0,0.26
6698,0.87,,0.87
6699,0.36,0.01,0.36
6702,0.21,0.0,0.21
6703,0.53,0.0,0.53
6704,0.36,,0.36
6705,0.27,0.01,0.27
6706,0.96,0.01,0.96
6708,0.5,0.0,0.5
6713,0.36,0.03,0.34
6715,0.35,,0.35
6717,,,
6719,0.52,0.01,0.52
6721,0.22,0.01,0.22
6722,0.58,0.05,0.6
6729,,,
6730,0.28,,0.28
6731,0.15,0.01,0.15
6732,0.58,0.01,0.58
6733,0.58,,0.58
6735,0.13,0.01,0.13
6737,,,
6739,0.8,0.02,0.8
6740,0.24,0.01,0.24
6741,0.69,0.01,0.69
6744,,,
6747,0.79,,0.79
6748,0.45,,0.45
6749,0.44,0.04,0.44
6751,0.35,0.01,0.35
6754,0.35,0.08,0.37
6755,,,
6756,0.4,0.03,0.41
6758,0.22,,0.22
6759,0.94,0.0,0.94
6760,0.62,0.01,0.62
6763,0.21,,0.21
6766,0.97,,0.97
6769,0.28,0.0,0.28
6771,0.49,0.0,0.49
6773,0.38,0.06,0.38
6774,0.26,,0.26
6775,,,
6776,0.23,,0.23
6778,0.62,0.04,0.62
6780,0.34,0.01,0.34
6781,0.23,,0.23
6782,0.5,,0.5
6783,0.92,0.01,0.92
6784,0.21,0.02,0.22
6786,0.33,0.02,0.32
6788,0.62,0.04,0.63
6791,,,
6793,0.25,,0.25
6794,0.94,0.01,0.94
6796,0.62,,0.62
6798,0.54,0.01,0.55
6800,0.55,0.03,0.55
6801,0.36,0.01,0.36
6802,0.1,,0.1
6803,0.22,0.02,0.22
6804,0.38,,0.38
6805,0.56,,0.56
6808,0.26,0.06,0.26
6809,0.38,0.02,0.38
6810,0.52,0.07,0.5
6811,0.76,,0.76
6812,0.71,0.12,0.77
6813,0.1,0.02,0.1
6815,0.55,0.02,0.55
6816,0.3,0.01,0.3
6818,,,
6819,0.5,0.01,0.5
6820,0.44,,0.44
6824,0.76,0.02,0.76
6825,0.93,0.01,0.93
6827,0.36,,0.36
6828,0.52,,0.52
6830,0.58,,0.58
6834,0.23,,0.23
6836,0.78,0.06,0.78
6838,0.28,0.02,0.28
6840,0.74,0.03,0.75
6846,0.53,0.02,0.53
6847,0.47,0.02,0.47
6850,0.23,,0.23
6851,0.58,0.07,0.56
6852,0.42,0.01,0.42
6855,0.43,0.01,0.43
6857,0.31,,0.31
6858,0.08,,0.08
6859,0.66,0.01,0.66
6862,0.51,,0.51
6863,0.44,0.07,0.46
6864,0.72,,0.72
6866,0.47,0.0,0.47
6870,0.78,0.02,0.78
6875,0.43,0.02,0.42
6877,0.34,,0.34
6878,0.46,0.03,0.46
6881,0.18,0.01,0.18
6882,0.95,0.01,0.95
6883,0.4,0.05,0.4
6884,0.3,0.05,0.31
6885,0.25,0.01,0.25
6886,,,
6888,0.19,0.01,0.19
6889,0.35,0.01,0.35
6892,0.64,0.01,0.64
6893,0.39,,0.39
6894,,,
6896,0.46,0.01,0.46
6899,,,
6900,0.44,0.02,0.45
6901,0.42,0.03,0.42
6904,0.44,0.0,0.44
6906,0.17,0.01,0.18
6908,0.96,0.01,0.96
6910,0.96,0.01,0.96
6911,0.57,0.04,0.57
6915,0.87,0.02,0.87
6916,0.59,0.01,0.6
6919,0.49,,0.49
6920,0.67,,0.67
6921,0.27,0.02,0.27
6923,0.42,0.01,0.42
6924,0.76,,0.76
6926,0.53,0.01,0.53
6927,0.25,,0.25
6929,0.33,0.06,0.36
6931,0.29,,0.29
6932,0.8,0.01,0.8
6934,0.32,0.06,0.32
6936,0.69,,0.69
6937,0.33,0.01,0.33
6939,0.18,,0.18
6941,0.26,0.0,0.26
6943,0.55,0.01,0.54
6944,0.15,,0.15
6946,0.59,,0.59
6947,0.64,0.01,0.64
6948,0.42,,0.42
6949,0.45,0.0,0.45
6950,0.42,0.01,0.42
6952,0.71,,0.71
6955,0.75,,0.75
6957,0.58,0.05,0.59
6959,0.29,,0.29
6960,0.23,0.0,0.23
6961,0.33,0.01,0.33
6963,0.33,0.03,0.33
6965,0.18,0.02,0.18
6967,0.82,0.05,0.82
6968,0.88,,0.88
6971,0.63,0.0,0.63
6975,0.66,0.02,0.66
6976,0.4,0.0,0.4
6977,0.3,0.01,0.3
6979,0.41,0.01,0.41
6980,0.86,,0.86
6981,0.32,0.02,0.32
6982,0.18,,0.18
6983,0.37,0.01,0.37
6986,0.48,0.01,0.48
6991,0.4,0.05,0.4
6996,0.44,,0.44
6997,0.57,,0.57
6999,,,
7003,0.86,,0.86
7004,,,
7006,0.45,,0.45
7007,0.47,0.03,0.47
7008,0.74,0.02,0.75
7010,0.5,0.01,0.5
7011,0.55,,0.55
7012,0.38,0.02,0.38
7015,0.59,0.08,0.59
7020,0.38,0.03,0.38
7022,0.56,0.02,0.56
7023,,,
7024,0.62,,0.62
7025,0.27,,0.27
7026,0.59,0.01,0.59
7027,0.24,,0.24
7028,0.63,0.02,0.62
7029,0.9,0.03,0.9
7030,0.56,,0.56
7032,0.06,,0.06
7033,,,
7034,0.51,0.03,0.5
7036,0.34,0.02,0.34
7037,0.95,0.0,0.95
7039,0.29,0.04,0.29
7040,,,
7041,,,
7043,0.41,,0.41
7044,0.6,,0.6
7047,0.44,0.06,0.44
7048,0.34,,0.34
7051,0.21,0.04,0.22
7053,0.24,0.03,0.24
7054,0.21,0.0,0.21
7060,,,
7061,0.45,,0.45
7064,0.66,0.01,0.66
7067,0.74,0.08,0.77
7074,0.57,0.02,0.56
7076,,,
7077,0.66,0.02,0.66
7079,0.53,0.03,0.53
7080,0.16,0.01,0.16
7082,0.49,0.01,0.49
7084,0.32,0.08,0.32
7087,0.08,,0.08
7092,0.31,,0.31
7095,0.52,0.01,0.51
7098,0.64,0.0,0.64
7099,,,
7100,0.84,0.01,0.84
7101,0.37,,0.37
7104,0.36,0.02,0.35
7105,,,
7107,0.88,0.01,0.88
7109,0.29,0.03,0.3
7111,0.36,,0.36
7112,0.57,0.01,0.57
7114,0.46,,0.46
7116,0.81,0.01,0.81
7117,0.17,0.01,0.17
7119,0.64,0.0,0.64
7120,0.24,0.01,0.24
7121,0.24,0.01,0.24
7123,0.42,,0.42
7125,0.54,0.01,0.54
7126,0.2,,0.2
7127,0.58,0.06,0.56
7130,0.56,0.02,0.56
7131,0.55,0.01,0.55
7136,0.5,0.02,0.5
7139,,,
7141,0.28,,0.28
7142,0.2,,0.2
7143,0.2,0.01,0.2
7144,0.38,,0.38
7145,0.38,0.02,0.38
7148,0.56,,0.56
7149,0.35,0.03,0.35
7150,0.47,0.04,0.45
7153,0.54,,0.54
7154,0.21,,0.21
7156,0.38,0.03,0.38
7157,0.39,0.02,0.38
7158,0.6,0.01,0.6
7159,0.36,,0.36
7160,0.81,0.03,0.8
7162,0.38,0.01,0.38
7163,0.52,0.03,0.52
7164,0.28,0.01,0.28
7166,,,
7167,0.3,,0.3
7170,0.63,0.03,0.63
7171,0.31,0.01,0.31
7176,0.34,0.03,0.32
7177,0.44,0.03,0.44
7178,0.74,0.06,0.74
7180,,,
7184,0.65,0.03,0.65
7185,0.14,0.0,0.14
7186,0.23,,0.23
7187,0.89,0.01,0.89
7189,0.45,0.04,0.47
7190,0.32,0.01,0.32
7192,0.06,0.01,0.06
7196,0.41,0.01,0.41
7197,0.23,0.02,0.22
7198,0.62,0.01,0.62
7199,0.53,,0.53
7200,0.56,0.01,0.56
7203,,,
7204,0.48,,0.48
7205,0.45,,0.45
7206,0.59,0.06,0.59
7210,0.68,,0.68
7211,0.6,0.06,0.6
7214,0.57,0.01,0.57
7216,0.79,,0.79
7219,0.58,0.0,0.58
7222,0.69,,0.69
7223,0.46,,0.46
7224,,,
7225,,,
7226,0.58,0.0,0.58
7227,0.29,0.02,0.3
7228,0.58,0.0,0.58
7231,0.42,,0.42
7234,0.31,0.01,0.31
7237,0.33,0.03,0.32
7238,0.13,,0.13
7239,0.52,,0.52
7240,,,
7242,0.43,0.02,0.43
7243,0.5,,0.5
7245,0.66,,0.66
7246,0.54,,0.54
7247,,,
7249,0.36,0.01,0.36
7252,0.62,0.02,0.62
7254,0.59,,0.59
7255,0.66,0.02,0.66
7257,0.51,0.02,0.5
7258,,,
7259,,,
7260,0.17,0.02,0.16
7265,0.68,,0.68
7266,0.47,0.03,0.46
7269,0.09,,0.09
7271,,,
7272,0.86,,0.86
7275,,,
7276,0.19,0.01,0.18
7279,,,
7280,0.9,0.01,0.9
7281,0.18,0.01,0.18
7283,0.41,0.01,0.4
7284,0.72,0.02,0.71
7285,0.65,0.01,0.64
7286,0.54,0.02,0.54
7288,0.51,0.01,0.51
7289,0.94,0.01,0.95
7292,0.71,,0.71
7293,0.94,0.01,0.94
7294,0.98,0.0,0.98
7296,0.15,0.01,0.15
7298,0.1,,0.1
7299,0.87,0.01,0.87
7301,0.3,0.01,0.3
7302,0.98,0.01,0.98
7304,0.49,0.01,0.5
7305,0.17,0.01,0.17
7308,0.5,0.03,0.51
7310,0.68,,0.68
7311,0.23,0.06,0.24
7312,0.74,0.04,0.76
7315,0.58,,0.58
7317,0.48,0.01,0.48
7319,0.52,,0.52
7320,0.5,0.03,0.5
7321,,,
7322,0.48,0.01,0.48
7323,,,
7324,0.41,0.0,0.41
7326,0.62,,0.62
7327,0.33,0.01,0.33
7330,0.42,0.01,0.42
7331,0.31,0.01,0.31
7332,0.31,0.04,0.32
7334,0.97,,0.97
7335,0.59,0.03,0.59
7337,0.36,,0.36
7338,0.81,,0.81
7339,0.56,,0.56
7340,0.36,0.01,0.36
7341,0.44,0.01,0.44
7342,0.28,0.01,0.28
7343,0.47,0.0,0.47
7344,0.66,0.04,0.66
7345,0.54,0.06,0.54
7347,0.43,0.06,0.43
7348,0.29,0.02,0.29
7351,0.25,0.01,0.25
7354,0.3,0.02,0.3
7355,0.25,0.03,0.23
7356,0.55,0.04,0.57
7358,0.34,0.06,0.34
7359,0.44,,0.44
7362,0.95,0.01,0.95
7365,0.55,,0.55
7369,,,
7370,0.46,0.01,0.46
7373,0.8,0.02,0.8
7375,0.61,,0.61
7380,0.35,0.0,0.35
7381,0.2,0.01,0.2
7382,0.62,,0.62
7383,,,
7385,,,
7386,0.78,0.01,0.78
7387,0.9,0.01,0.9
7388,0.27,0.01,0.27
7391,0.68,0.08,0.73
7392,,,
7393,0.66,0.02,0.66
7395,0.92,0.01,0.92
7396,0.16,0.01,0.17
7399,0.39,0.0,0.39
7400,0.38,,0.38
7402,0.75,,0.75
7405,0.79,,0.79
7406,0.55,0.01,0.55
7410,0.29,,0.29
7411,0.5,0.0,0.5
7412,,,
7413,0.95,0.01,0.95
7416,0.52,0.02,0.52
7417,0.25,0.02,0.25
7419,0.7,0.08,0.7
7420,0.41,0.01,0.41
7421,0.22,,0.22
7422,0.55,0.0,0.55
7423,0.3,,0.3
7424,0.48,0.0,0.48
7425,0.53,0.01,0.53
7426,0.71,,0.71
7427,0.77,0.04,0.79
7429,0.53,0.01,0.53
7432,0.47,,0.47
7435,0.34,0.0,0.34
7437,0.91,,0.91
7439,0.3,0.0,0.3
7440,0.65,,0.65
7441,0.35,,0.35
7442,0.43,0.05,0.43
7443,0.34,0.01,0.34
7444,0.66,0.03,0.66
7445,0.36,0.04,0.34
7446,0.25,,0.25
7447,0.34,0.08,0.38
7448,0.32,0.03,0.33
7449,0.76,,0.76
7450,0.86,0.01,0.86
7454,0.28,,0.28
7455,0.61,,0.61
7457,0.74,0.02,0.74
7459,0.79,0.03,0.78
7460,0.44,0.02,0.44
7462,0.29,0.01,0.29
7464,0.62,0.05,0.62
7465,0.5,0.07,0.53
7466,0.4,0.01,0.4
7467,0.34,,0.34
7468,0.28,0.03,0.29
7469,0.52,0.01,0.52
7472,0.06,0.01,0.06
7476,0.11,0.02,0.11
7477,0.64,0.02,0.64
7478,0.9,0.02,0.9
7479,,,
7481,0.67,,0.67
7482,0.56,0.01,0.56
7484,0.56,0.01,0.56
7487,0.44,0.04,0.44
7488,0.47,0.04,0.47
7490,0.26,0.01,0.26
7493,0.44,0.01,0.44
7495,0.48,0.06,0.47
7496,0.63,,0.63
7497,0.68,0.01,0.68
7499,,,
7500,,,
7502,0.84,,0.84
7503,0.47,0.0,0.47
7508,0.19,0.0,0.19
7510,,,
7511,0.5,0.02,0.5
7513,0.64,,0.64
7514,0.35,0.0,0.35
7515,,,
7516,0.32,0.0,0.32
7517,0.19,0.01,0.19
7519,0.7,,0.7
7522,,,
7523,,,
7524,0.35,0.02,0.35
7526,0.56,0.05,0.56
7530,0.55,0.02,0.55
7531,0.48,,0.48
7534,0.38,0.04,0.38
7536,0.29,0.01,0.29
7537,0.41,0.05,0.42
7540,0.69,0.0,0.69
7541,0.25,0.0,0.25
7542,0.3,,0.3
7543,0.63,,0.63
7545,0.6,0.15,0.6
7546,0.8,0.04,0.8
7547,0.24,,0.24
7548,0.44,,0.44
7551,0.55,,0.55
7553,0.51,0.04,0.52
7555,0.08,,0.08
7556,0.6,0.03,0.6
7559,0.5,,0.5
7560,0.54,,0.54
7561,0.75,0.01,0.76
7562,0.58,,0.58
7563,0.31,0.03,0.3
7570,0.2,,0.2
7571,0.51,,0.51
7572,0.63,0.02,0.63
7573,0.95,,0.95
7576,0.4,0.01,0.4
7577,,,
7578,0.31,,0.31
7581,0.3,0.02,0.3
7585,0.28,,0.28
7586,0.15,0.01,0.15
7587,0.61,0.01,0.61
7589,0.56,0.01,0.56
7591,0.88,0.01,0.87
7593,0.37,0.01,0.37
7595,0.12,0.01,0.12
7596,,,
7597,0.29,,0.29
7602,0.87,,0.87
7603,0.21,,0.21
7604,0.1,0.02,0.1
7605,0.28,0.01,0.28
7606,0.71,,0.71
7607,0.42,0.04,0.42
7611,0.95,0.01,0.96
7612,0.19,,0.19
7613,0.21,0.0,0.21
7615,0.32,0.01,0.32
7618,0.28,,0.28
7620,0.22,0.01,0.22
7622,,,
7625,0.25,,0.25
7631,,,
7634,0.38,0.04,0.37
7635,0.35,,0.35
7636,0.18,0.06,0.15
7637,0.53,0.02,0.53
7638,0.57,,0.57
7639,0.38,,0.38
7640,0.44,,0.44
7644,0.67,,0.67
7645,0.28,0.02,0.28
7647,0.21,0.04,0.22
7648,0.52,0.01,0.52
7649,0.74,,0.74
7650,0.26,,0.26
7651,0.28,,0.28
7652,0.88,0.02,0.88
7653,0.75,0.01,0.75
7654,0.33,0.01,0.33
7655,0.31,0.04,0.33
7659,0.35,0.01,0.34
7660,0.59,0.02,0.59
7661,0.98,0.01,0.98
7663,0.19,,0.19
7667,,,
7668,0.04,0.01,0.04
7669,0.22,0.01,0.22
7670,,,
7672,0.22,0.02,0.21
7673,0.17,,0.17
7674,0.54,0.03,0.54
7675,0.52,,0.52
7677,0.21,0.01,0.21
7678,,,
7679,0.21,,0.21
7681,0.17,0.04,0.17
7683,0.58,0.04,0.58
7685,0.2,0.01,0.2
7686,0.33,,0.33
7688,0.45,0.02,0.45
7689,0.74,,0.74
7690,,,
7692,0.35,0.02,0.35
7693,0.74,,0.74
7694,0.22,0.01,0.22
7697,0.4,0.01,0.4
7698,0.83,,0.83
7699,0.65,0.01,0.65
7700,0.71,0.03,0.71
7703,,,
7704,,,
7705,0.28,0.01,0.28
7706,0.05,0.01,0.06
7707,0.49,,0.49
7710,,,
7711,0.69,,0.69
7712,,,
7714,0.61,0.02,0.6
7717,0.86,0.02,0.87
7720,0.2,0.0,0.2
7721,0.48,0.01,0.48
7722,0.64,0.02,0.63
7723,0.57,0.01,0.57
7725,0.02,,0.02
7726,0.31,0.02,0.3
7728,,,
7729,0.2,0.01,0.2
7730,,,
7733,,,
7734,0.35,,0.35
7735,0.18,0.0,0.18
7736,0.4,0.01,0.39
7737,0.44,0.02,0.45
7738,0.42,0.01,0.42
7740,0.64,0.04,0.62
7741,0.66,0.01,0.66
7742,0.55,0.04,0.55
7744,0.5,0.02,0.5
7745,,,
7752,0.67,0.01,0.67
7753,,,
7754,0.45,0.03,0.44
7756,0.52,,0.52
7757,0.33,,0.33
7758,0.29,,0.29
7759,0.58,0.02,0.58
7760,0.61,0.01,0.61
7762,0.46,0.01,0.46
7763,0.68,,0.68
7766,0.7,0.04,0.72
7768,,,
7770,0.92,0.0,0.92
7772,0.74,0.04,0.74
7774,0.8,0.02,0.8
7775,0.31,0.01,0.31
7780,0.66,0.02,0.66
7781,0.61,0.01,0.61
7785,0.96,0.01,0.96
7786,0.4,0.01,0.4
7788,0.68,0.01,0.68
7790,0.77,,0.77
7791,0.53,,0.53
7792,0.56,0.02,0.57
7793,0.6,0.07,0.57
7794,0.66,0.0,0.66
7796,0.52,0.03,0.52
7799,0.8,0.01,0.8
7804,0.55,0.05,0.55
7806,0.64,0.02,0.64
7807,0.83,,0.83
7808,0.47,0.01,0.47
7809,0.16,0.01,0.16
7811,0.26,,0.26
7812,0.99,0.0,0.99
7813,0.59,,0.59
7815,0.29,0.03,0.29
7817,0.31,0.02,0.3
7818,0.25,0.01,0.25
7819,0.61,0.02,0.61
7820,0.55,,0.55
7821,0.45,,0.45
7823,,,
7825,0.68,0.02,0.68
7830,0.36,,0.36
7832,0.66,0.03,0.66
7834,0.42,0.04,0.42
7835,,,
7837,0.33,,0.33
7838,0.63,0.05,0.66
7842,0.38,0.04,0.38
7843,0.29,0.02,0.29
7846,0.66,0.01,0.67
7847,0.12,0.01,0.12
7848,0.46,0.02,0.46
7850,0.57,0.05,0.6
7851,0.26,,0.26
7853,0.33,0.03,0.34
7856,0.38,,0.38
7859,0.81,0.04,0.8
7862,0.38,0.02,0.38
7864,0.29,0.0,0.29
7867,0.19,0.04,0.19
7868,0.26,0.0,0.26
7869,0.48,,0.48
7870,,,
7871,0.65,0.07,0.65
7874,,,
7881,0.52,0.04,0.54
7884,0.99,,0.99
7889,0.33,,0.33
7890,0.75,,0.75
7891,0.64,0.04,0.63
7894,0.41,,0.41
7895,0.1,0.0,0.1
7896,0.92,0.01,0.92
7897,0.38,,0.38
7898,0.39,0.03,0.38
7902,0.18,0.01,0.18
7903,0.16,,0.16
7904,0.26,0.0,0.26
7905,0.29,0.01,0.29
7906,0.46,,0.46
7908,0.84,0.03,0.83
7909,0.43,0.01,0.43
7910,,,
7912,0.6,0.02,0.6
7913,0.59,,0.59
7914,0.11,,0.11
7915,0.58,,0.58
7916,0.55,0.02,0.55
7919,0.77,,0.77
7920,0.57,,0.57
7922,0.61,,0.61
7923,,,
7928,0.22,,0.22
7930,0.7,0.0,0.7
7931,,,
7932,0.45,,0.45
7935,0.55,0.03,0.55
7936,0.49,0.07,0.49
7942,,,
7943,0.19,0.02,0.19
7944,0.35,0.03,0.34
7945,0.62,0.03,0.62
7946,0.43,0.02,0.44
7948,0.54,0.04,0.54
7949,0.21,,0.21
7953,0.34,,0.34
7955,0.66,0.03,0.66
7958,0.37,,0.37
7960,0.09,0.01,0.09
7962,0.15,0.02,0.15
7963,0.28,0.01,0.28
7964,0.35,0.0,0.35
7966,0.84,0.06,0.84
7968,0.86,0.01,0.86
7969,0.62,0.01,0.62
7971,0.4,,0.4
7972,0.38,0.01,0.38
7973,0.43,0.0,0.43
7974,0.29,0.01,0.29
7975,0.96,,0.96
7977,0.54,,0.54
7979,0.94,0.01,0.94
7981,0.76,,0.76
7983,0.6,0.01,0.6
7985,0.44,0.06,0.44
7986,0.36,0.01,0.36
7987,,,
7988,0.67,,0.67
7994,0.55,0.04,0.55
7997,0.94,0.0,0.94
8000,0.31,,0.31
8002,0.37,0.01,0.37
8003,0.23,,0.23
8004,,,
8007,0.67,0.03,0.66
8008,0.5,,0.5
8009,0.99,0.0,0.99
8010,,,
8014,0.48,0.03,0.49
8016,0.61,,0.61
8018,0.84,0.01,0.84
8019,0.26,0.04,0.25
8021,0.57,0.04,0.57
8022,0.66,0.02,0.66
8023,0.46,0.02,0.46
8024,0.44,0.0,0.44
8026,0.45,0.1,0.45
8027,0.25,,0.25
8028,0.41,0.01,0.41
8030,0.6,0.02,0.6
8031,0.52,0.01,0.52
8032,,,
8035,0.59,0.02,0.6
8036,0.21,0.03,0.2
8038,0.08,0.02,0.08
8039,0.25,0.02,0.26
8040,0.43,0.01,0.43
8041,0.63,0.06,0.63
8042,0.26,0.03,0.26
8045,0.76,,0.76
8046,0.89,,0.89
8047,0.54,0.01,0.54
8048,0.55,0.01,0.56
8049,0.24,,0.24
8050,0.3,,0.3
8053,0.66,0.01,0.66
8054,0.52,,0.52
8056,0.29,0.01,0.29
8059,0.45,0.0,0.45
8060,,,
8061,0.57,0.03,0.57
8062,0.98,0.0,0.98
8063,0.32,0.01,0.32
8065,0.57,0.01,0.57
8066,0.64,0.01,0.64
8068,0.58,0.02,0.58
8072,0.63,0.03,0.62
8078,0.04,0.01,0.04
8082,,,
8085,0.49,0.01,0.48
8087,0.11,0.0,0.11
8090,0.3,,0.3
8091,,,
8093,0.18,,0.18
8094,0.14,,0.14
8095,0.57,0.02,0.57
8097,0.58,0.01,0.58
8098,,,
8099,0.39,0.01,0.39
8100,0.72,0.02,0.73
8104,,,
8105,,,
8106,0.16,0.02,0.16
8107,0.08,,0.08
8110,0.4,0.02,0.4
8111,0.94,0.0,0.94
8112,0.17,0.01,0.17
8114,0.85,,0.85
8116,0.54,0.01,0.54
8117,0.29,,0.29
8118,0.58,0.02,0.58
8119,,,
8120,0.82,,0.82
8125,0.4,0.08,0.4
8129,0.83,,0.83
8130,0.3,,0.3
8132,0.67,,0.67
8133,0.3,0.05,0.3
8134,0.31,,0.31
8135,0.15,0.01,0.15
8136,0.18,0.02,0.18
8137,0.37,,0.37
8140,0.92,0.01,0.92
8141,0.52,0.04,0.5
8142,0.94,0.0,0.94
8143,0.25,0.01,0.26
8145,0.55,,0.55
8146,0.29,0.07,0.25
8147,0.96,,0.96
8148,0.13,0.03,0.13
8149,0.72,0.02,0.71
8151,0.27,0.02,0.27
8153,0.14,0.02,0.14
8154,0.58,0.04,0.58
8155,0.25,0.0,0.25
8157,0.41,,0.41
8161,0.51,,0.51
8162,0.22,,0.22
8163,0.5,,0.5
8164,,,
8168,0.44,,0.44
8169,0.38,,0.38
8171,0.32,0.01,0.31
8172,0.4,0.03,0.4
8173,0.32,,0.32
8174,0.55,0.02,0.55
8179,0.51,0.01,0.51
8182,0.55,0.02,0.56
8183,0.28,0.01,0.28
8184,0.49,0.01,0.49
8185,0.3,0.02,0.3
8187,0.5,0.01,0.5
8188,0.54,0.01,0.54
8189,0.33,0.08,0.33
8190,0.71,,0.71
8191,,,
8193,0.48,0.04,0.5
8195,0.93,0.0,0.93
8196,,,
8197,0.41,,0.41
8203,0.7,,0.7
8204,0.93,0.01,0.93
8205,0.4,0.04,0.4
8207,0.46,0.01,0.46
8209,0.57,0.01,0.57
8211,,,
8212,0.36,0.02,0.36
8214,0.52,0.06,0.52
8215,0.35,,0.35
8216,0.47,0.01,0.47
8217,0.34,0.09,0.34
8218,0.38,0.01,0.38
8219,,,
8222,0.55,0.02,0.55
8223,0.88,,0.88
8224,0.31,0.01,0.32
8225,,,
8226,0.3,,0.3
8230,0.22,0.01,0.22
8231,0.8,,0.8
8232,0.56,0.01,0.56
8235,0.65,0.11,0.65
8236,0.12,0.01,0.12
8237,0.18,0.02,0.18
8239,,,
8240,0.26,0.0,0.26
8245,0.19,,0.19
8247,0.6,0.01,0.6
8248,0.59,0.01,0.59
8249,0.54,0.04,0.54
8251,0.12,0.01,0.12
8253,0.4,0.01,0.4
8254,0.25,0.04,0.25
8256,0.79,0.02,0.8
8257,0.65,0.01,0.65
8258,,,
8259,0.18,0.02,0.18
8260,,,
8262,0.45,,0.45
