ID,2BM0,2BM1,2BM2,2BM3,2BM4,2BM5,2BM6,2BM7,2BM8,2BM9,7BM0,7BM1,7BM2,7BM3,7BM4,7BM5,7BM6,7BM7,7BM8,7BM9,10BM0,10BM1,10BM2,10BM3,10BM4,10BM5,10BM6,10BM7,10BM8,10BM9
3521,,,,,,,,,,,,,,,,,,,,,-,0.57,-,0.61,-,-,0.59,-,-,-
3528,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.41,-,-,0.42,-
3538,,,,,,,,,,,,,,,,,,,,,0.63,0.64,-,-,-,0.63,-,0.59,-,0.62
3539,,,,,,,,,,,,,,,,,,,,,0.43,-,-,-,-,-,-,-,0.52,-
3544,,,,,,,,,,,,,,,,,,,,,-,0.57,0.49,-,-,0.57,-,-,-,0.54
3547,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.3,-
3550,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.74,-
3551,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.63,-
3562,,,,,,,,,,,,,,,,,,,,,-,0.25,-,-,-,0.24,-,-,-,-
3563,,,,,,,,,,,,,,,,,,,,,0.94,0.91,-,0.91,-,-,-,-,-,-
3564,,,,,,,,,,,,,,,,,,,,,-,0.87,-,-,-,-,-,-,-,-
3573,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3574,,,,,,,,,,,,,,,,,,,,,-,0.85,0.91,-,0.89,-,-,-,-,-
3577,,,,,,,,,,,,,,,,,,,,,0.38,-,-,-,-,-,-,-,0.4,-
3594,,,,,,,,,,,,,,,,,,,,,-,-,-,0.31,-,-,-,-,-,0.3
3598,,,,,,,,,,,,,,,,,,,,,0.34,-,-,-,-,-,-,-,0.32,0.35
3601,,,,,,,,,,,,,,,,,,,,,-,0.76,-,-,-,-,0.74,0.81,-,-
3602,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.73,-,-,-,-,-
3603,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.59,-,-,-
3605,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.21
3614,,,,,,,,,,,,,,,,,,,,,-,0.45,-,-,-,-,-,-,-,0.47
3616,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.77,-,-,-,-,-
3617,,,,,,,,,,,,,,,,,,,,,-,-,0.31,-,0.22,-,-,0.23,-,-
3622,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3624,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.57,-,-,-
3628,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.84,-
3629,,,,,,,,,,,,,,,,,,,,,-,0.6,-,0.57,-,-,0.55,-,-,-
3636,,,,,,,,,,,,,,,,,,,,,0.49,-,-,0.52,-,-,-,-,-,0.49
3639,,,,,,,,,,,,,,,,,,,,,-,-,-,0.63,0.53,-,-,-,-,0.58
3642,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.44,-,-,-,-,-
3643,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3647,,,,,,,,,,,,,,,,,,,,,-,-,0.58,0.59,0.6,-,-,-,-,-
3648,,,,,,,,,,,,,,,,,,,,,0.62,-,-,0.63,-,-,0.58,0.61,-,-
3649,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.8,-,-,-,-,-
3652,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.63,-,-,-,-
3653,,,,,,,,,,,,,,,,,,,,,-,-,-,0.43,0.47,-,-,-,-,-
3655,,,,,,,,,,,,,,,,,,,,,-,0.37,0.35,-,-,0.32,0.38,0.33,-,-
3656,,,,,,,,,,,,,,,,,,,,,-,-,-,0.74,-,-,-,-,-,-
3657,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3661,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.7,-,-
3662,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.65,0.63,-
3663,,,,,,,,,,,,,,,,,,,,,-,0.7,-,0.78,-,-,-,-,-,0.71
3666,,,,,,,,,,,,,,,,,,,,,0.27,-,-,-,-,-,-,-,-,0.25
3667,,,,,,,,,,,,,,,,,,,,,0.6,-,-,-,-,-,-,-,-,-
3674,,,,,,,,,,,,,,,,,,,,,0.36,0.36,-,0.3,0.36,-,-,-,-,-
3675,,,,,,,,,,,,,,,,,,,,,-,0.7,-,-,0.76,-,-,-,-,-
3676,,,,,,,,,,,,,,,,,,,,,-,-,-,0.48,-,-,-,-,-,-
3681,,,,,,,,,,,,,,,,,,,,,-,0.32,-,0.35,-,-,-,-,-,-
3684,,,,,,,,,,,,,,,,,,,,,-,-,-,0.86,0.85,-,0.86,-,-,-
3687,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.86
3692,,,,,,,,,,,,,,,,,,,,,-,0.48,0.48,-,-,-,0.48,-,-,-
3693,,,,,,,,,,,,,,,,,,,,,0.54,0.53,-,0.54,-,-,-,0.54,-,-
3696,,,,,,,,,,,,,,,,,,,,,-,-,-,0.5,-,-,-,-,0.55,-
3700,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3706,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.18,-,-
3709,,,,,,,,,,,,,,,,,,,,,-,-,-,0.15,0.17,-,-,-,-,-
3710,,,,,,,,,,,,,,,,,,,,,-,-,0.74,-,-,-,-,-,0.72,-
3713,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.6,-,0.5,-,-
3719,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.59,0.65,-,-
3722,,,,,,,,,,,,,,,,,,,,,0.6,-,-,-,0.63,0.59,-,-,-,-
3725,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3729,,,,,,,,,,,,,,,,,,,,,0.49,-,0.52,0.51,0.5,-,-,0.52,-,-
3732,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.67,-,-
3741,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3743,,,,,,,,,,,,,,,,,,,,,-,0.52,-,-,-,0.55,-,-,-,-
3744,,,,,,,,,,,,,,,,,,,,,-,-,0.21,0.24,-,-,0.17,-,-,0.11
3749,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.42,-,-,-,-
3751,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.89,-,-
3754,,,,,,,,,,,,,,,,,,,,,0.66,0.61,-,-,-,-,-,0.69,0.54,-
3758,,,,,,,,,,,,,,,,,,,,,-,-,-,0.68,-,-,-,-,-,-
3759,,,,,,,,,,,,,,,,,,,,,-,0.81,-,-,-,-,-,0.82,-,-
3761,,,,,,,,,,,,,,,,,,,,,-,0.47,-,-,-,-,0.44,-,-,0.45
3763,,,,,,,,,,,,,,,,,,,,,-,-,0.99,0.99,-,0.99,0.99,-,-,-
3768,,,,,,,,,,,,,,,,,,,,,-,0.22,-,-,-,0.23,-,-,0.25,0.23
3771,,,,,,,,,,,,,,,,,,,,,-,0.8,-,-,-,-,-,-,-,-
3779,,,,,,,,,,,,,,,,,,,,,-,-,-,0.53,-,-,-,0.54,-,-
3782,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.88,-,-,-,-
3787,,,,,,,,,,,,,,,,,,,,,0.48,0.57,-,-,-,-,-,-,-,-
3794,,,,,,,,,,,,,,,,,,,,,0.36,0.36,0.36,-,-,-,-,-,-,-
3797,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3799,,,,,,,,,,,,,,,,,,,,,-,0.54,0.43,-,-,-,-,-,-,-
3800,,,,,,,,,,,,,,,,,,,,,0.7,-,-,-,0.74,0.79,-,0.74,-,-
3802,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.29,0.26,-
3804,,,,,,,,,,,,,,,,,,,,,0.49,-,0.5,-,-,-,-,-,-,-
3811,,,,,,,,,,,,,,,,,,,,,0.25,-,-,-,-,-,-,-,-,0.24
3812,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3814,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.5,0.54,-,-
3817,,,,,,,,,,,,,,,,,,,,,0.61,0.53,-,-,-,-,-,-,-,-
3818,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.58,-,0.59,-
3821,,,,,,,,,,,,,,,,,,,,,-,-,0.31,0.33,-,-,-,-,-,-
3824,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.57,-,-,-,-,-
3830,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.38,-,0.34,-,0.33,-
3838,,,,,,,,,,,,,,,,,,,,,-,-,-,0.23,-,0.2,-,-,-,-
3839,,,,,,,,,,,,,,,,,,,,,0.08,-,-,-,-,-,-,-,-,-
3840,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.7,-,-,-,-,-
3847,,,,,,,,,,,,,,,,,,,,,0.73,-,-,-,-,-,0.72,0.68,-,-
3848,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.63,-,0.59,-,0.58
3853,,,,,,,,,,,,,,,,,,,,,-,-,-,0.37,-,-,0.4,-,-,-
3854,,,,,,,,,,,,,,,,,,,,,0.61,-,-,-,-,-,-,-,-,-
3856,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.48,-,-,-
3857,,,,,,,,,,,,,,,,,,,,,-,0.2,-,-,0.21,-,-,-,-,0.2
3858,,,,,,,,,,,,,,,,,,,,,-,-,0.33,-,-,-,-,-,-,0.35
3865,,,,,,,,,,,,,,,,,,,,,-,-,0.59,-,-,-,-,-,-,0.61
3867,,,,,,,,,,,,,,,,,,,,,-,0.89,-,-,-,0.87,-,-,0.91,-
3869,,,,,,,,,,,,,,,,,,,,,-,0.48,0.48,-,-,0.51,-,0.51,-,-
3870,,,,,,,,,,,,,,,,,,,,,-,-,-,0.82,-,0.82,-,-,-,-
3880,,,,,,,,,,,,,,,,,,,,,-,-,0.23,-,-,0.27,-,-,-,-
3881,,,,,,,,,,,,,,,,,,,,,-,-,0.94,0.93,0.9,-,-,-,-,-
3891,,,,,,,,,,,,,,,,,,,,,0.46,-,-,-,-,0.48,-,-,-,-
3899,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.77,-,-,-,-,-
3904,,,,,,,,,,,,,,,,,,,,,0.1,-,-,-,0.11,0.08,-,-,0.1,-
3906,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3910,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3917,,,,,,,,,,,,,,,,,,,,,-,-,-,0.74,0.73,-,-,-,-,-
3918,,,,,,,,,,,,,,,,,,,,,-,0.48,-,-,-,-,0.48,-,-,-
3924,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.75,-,0.74,-,-,-
3925,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.85,-,-,0.87,0.86,-
3929,,,,,,,,,,,,,,,,,,,,,-,0.67,-,0.65,-,-,-,-,0.61,-
3933,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.58,-,-,-,0.56
3934,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.49,-
3935,,,,,,,,,,,,,,,,,,,,,-,0.58,-,0.51,0.56,-,-,-,-,-
3936,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.29,-,-,-
3939,,,,,,,,,,,,,,,,,,,,,0.64,-,-,-,-,-,-,-,-,-
3942,,,,,,,,,,,,,,,,,,,,,-,-,-,0.59,-,0.5,-,0.53,-,0.54
3946,,,,,,,,,,,,,,,,,,,,,-,-,0.56,-,-,-,-,-,0.59,-
3948,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.62,0.6,-,-,-,-
3960,,,,,,,,,,,,,,,,,,,,,-,0.35,-,-,-,-,-,-,0.38,-
3966,,,,,,,,,,,,,,,,,,,,,0.79,-,0.79,0.83,-,0.75,-,0.76,-,-
3969,,,,,,,,,,,,,,,,,,,,,-,0.56,0.58,-,-,0.6,-,-,-,-
3974,,,,,,,,,,,,,,,,,,,,,0.66,-,-,-,-,-,-,-,-,-
3976,,,,,,,,,,,,,,,,,,,,,-,-,0.7,0.75,-,0.67,-,-,-,-
3980,,,,,,,,,,,,,,,,,,,,,-,0.34,-,-,-,-,-,-,-,-
3981,,,,,,,,,,,,,,,,,,,,,-,-,-,0.59,-,0.53,-,-,-,0.54
3982,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
3988,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.25,-,0.26,-,0.24
3995,,,,,,,,,,,,,,,,,,,,,-,0.61,-,-,-,-,-,-,0.73,-
3997,,,,,,,,,,,,,,,,,,,,,0.3,-,-,0.3,0.32,-,0.27,-,0.28,-
3998,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.31,-,-,-
3999,,,,,,,,,,,,,,,,,,,,,0.24,-,-,-,-,-,-,-,-,-
4000,,,,,,,,,,,,,,,,,,,,,0.91,-,0.93,-,-,-,-,-,-,-
4001,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4002,,,,,,,,,,,,,,,,,,,,,-,0.47,-,0.47,-,-,-,0.45,-,-
4004,,,,,,,,,,,,,,,,,,,,,-,0.3,0.3,-,0.34,-,0.3,-,-,-
4010,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.73,-,-,-,-,0.78
4012,,,,,,,,,,,,,,,,,,,,,-,0.63,-,-,-,-,-,-,-,-
4014,,,,,,,,,,,,,,,,,,,,,-,0.7,0.74,-,-,-,-,-,-,0.76
4018,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4021,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.26,-,-,-,-
4028,,,,,,,,,,,,,,,,,,,,,0.22,-,-,-,0.24,-,-,-,-,0.21
4031,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.25,-,-,-,-,-
4033,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.48,-,-,-,-
4036,,,,,,,,,,,,,,,,,,,,,0.44,-,-,-,-,-,0.47,0.47,-,-
4041,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.4,-,-,-,-
4052,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.55,-,-,0.58,0.6,0.58
4054,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.65,-,-,-,-,-
4059,,,,,,,,,,,,,,,,,,,,,-,-,-,0.48,-,-,-,-,-,0.5
4060,,,,,,,,,,,,,,,,,,,,,-,0.4,-,-,-,-,-,-,-,-
4070,,,,,,,,,,,,,,,,,,,,,-,-,0.3,0.27,0.23,0.12,-,-,-,-
4072,,,,,,,,,,,,,,,,,,,,,0.2,-,-,-,-,-,-,-,-,0.24
4075,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4076,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4080,,,,,,,,,,,,,,,,,,,,,0.55,-,0.54,-,-,0.56,-,-,-,-
4084,,,,,,,,,,,,,,,,,,,,,-,-,-,0.73,-,-,-,-,-,-
4086,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.88,-,-,-,-
4088,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.22,-,-,0.2,-,0.28
4099,,,,,,,,,,,,,,,,,,,,,-,-,-,0.8,-,-,-,0.72,-,0.74
4101,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.67,-,-,-,-,-
4104,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.2,0.23,-,-
4108,,,,,,,,,,,,,,,,,,,,,-,-,-,0.98,0.97,-,-,-,-,-
4111,,,,,,,,,,,,,,,,,,,,,-,-,-,0.41,0.41,-,0.35,-,-,-
4112,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.62,-,0.66,-,0.58
4125,,,,,,,,,,,,,,,,,,,,,-,-,0.38,0.3,-,-,0.31,-,-,-
4126,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.55,-,-,-,-,0.42
4127,,,,,,,,,,,,,,,,,,,,,0.31,0.29,-,-,0.36,0.34,-,-,-,-
4128,,,,,,,,,,,,,,,,,,,,,-,-,-,0.6,-,-,-,-,0.6,-
4134,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4135,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.75,-,-,-
4136,,,,,,,,,,,,,,,,,,,,,-,0.79,0.82,-,-,-,0.79,-,0.73,-
4139,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.8,-,-,0.83,-
4141,,,,,,,,,,,,,,,,,,,,,-,0.66,-,-,-,-,-,-,-,-
4143,,,,,,,,,,,,,,,,,,,,,0.24,-,-,-,0.28,-,0.25,-,-,-
4144,,,,,,,,,,,,,,,,,,,,,-,-,0.65,-,-,-,-,0.77,-,-
4154,,,,,,,,,,,,,,,,,,,,,0.18,-,-,-,-,-,0.16,-,0.17,0.19
4157,,,,,,,,,,,,,,,,,,,,,0.72,-,-,-,-,0.71,-,0.7,-,0.73
4161,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.18,-,-,-,-
4162,,,,,,,,,,,,,,,,,,,,,0.9,-,-,-,-,-,-,-,-,-
4165,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.69,-,-,-,0.57
4171,,,,,,,,,,,,,,,,,,,,,0.64,-,0.75,0.66,-,-,-,-,-,-
4179,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.6,-,0.59,-,-
4189,,,,,,,,,,,,,,,,,,,,,-,0.88,0.88,-,-,-,-,-,-,-
4190,,,,,,,,,,,,,,,,,,,,,0.73,-,-,-,0.67,-,-,-,-,0.67
4192,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4195,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.28,-,0.25
4196,,,,,,,,,,,,,,,,,,,,,-,0.33,-,-,0.37,-,-,-,-,-
4198,,,,,,,,,,,,,,,,,,,,,-,-,-,0.94,0.92,-,-,-,-,-
4202,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.62,-,-,-,-
4204,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4207,,,,,,,,,,,,,,,,,,,,,0.63,-,-,0.65,0.6,-,-,-,0.63,-
4219,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4223,,,,,,,,,,,,,,,,,,,,,-,-,-,0.66,-,-,-,-,-,-
4225,,,,,,,,,,,,,,,,,,,,,-,-,-,0.89,-,0.91,-,-,-,-
4232,,,,,,,,,,,,,,,,,,,,,-,0.5,-,0.49,-,0.5,0.5,-,-,-
4233,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.26,-,-,-
4235,,,,,,,,,,,,,,,,,,,,,-,-,-,0.77,-,0.7,-,-,-,-
4236,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4245,,,,,,,,,,,,,,,,,,,,,-,-,0.26,-,-,-,0.27,-,0.29,0.3
4247,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.8,0.85,-,-
4250,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.29,-,-,-
4254,,,,,,,,,,,,,,,,,,,,,-,0.76,0.75,-,0.77,-,-,0.75,-,-
4256,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.37,-,-,0.33,-,-
4260,,,,,,,,,,,,,,,,,,,,,-,-,-,0.54,-,-,-,0.54,-,0.56
4262,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.69,-,0.71,-,-,-
4265,,,,,,,,,,,,,,,,,,,,,-,-,-,0.65,-,0.55,-,-,-,-
4269,,,,,,,,,,,,,,,,,,,,,-,-,-,0.83,-,-,0.79,-,-,-
4270,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.59,-,-,-,-
4274,,,,,,,,,,,,,,,,,,,,,-,0.81,-,-,-,-,-,-,-,-
4276,,,,,,,,,,,,,,,,,,,,,-,0.6,-,-,-,-,-,-,0.49,-
4281,,,,,,,,,,,,,,,,,,,,,0.58,0.59,-,-,-,-,-,-,-,0.59
4290,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.41,-,0.47,-,-
4303,,,,,,,,,,,,,,,,,,,,,-,0.81,-,-,0.71,0.71,-,-,-,-
4306,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.76
4307,,,,,,,,,,,,,,,,,,,,,-,0.74,-,-,0.75,-,-,-,-,0.68
4311,,,,,,,,,,,,,,,,,,,,,-,-,-,0.6,0.57,-,-,0.55,-,-
4314,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.89,-,-
4315,,,,,,,,,,,,,,,,,,,,,-,0.5,-,-,-,-,-,-,0.47,-
4316,,,,,,,,,,,,,,,,,,,,,-,0.52,-,-,-,0.5,-,0.52,0.52,-
4317,,,,,,,,,,,,,,,,,,,,,-,0.62,-,-,-,-,-,-,0.5,-
4320,,,,,,,,,,,,,,,,,,,,,-,0.94,-,0.95,-,-,-,-,-,-
4323,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.48,-,-
4328,,,,,,,,,,,,,,,,,,,,,-,-,0.54,-,-,-,-,0.52,-,-
4329,,,,,,,,,,,,,,,,,,,,,-,0.64,-,-,-,-,-,-,-,0.63
4330,,,,,,,,,,,,,,,,,,,,,0.41,-,-,0.48,-,-,0.37,-,-,-
4331,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.99,-,-
4335,,,,,,,,,,,,,,,,,,,,,-,-,-,0.48,0.44,-,0.47,-,-,-
4336,,,,,,,,,,,,,,,,,,,,,-,-,-,0.58,-,-,-,-,-,-
4338,,,,,,,,,,,,,,,,,,,,,0.63,-,0.62,0.65,0.62,-,0.63,0.58,-,-
4340,,,,,,,,,,,,,,,,,,,,,-,0.6,0.61,-,-,-,-,0.6,-,0.63
4342,,,,,,,,,,,,,,,,,,,,,-,-,0.49,-,-,0.58,-,-,-,-
4348,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.5,-,-,-
4357,,,,,,,,,,,,,,,,,,,,,-,0.21,-,-,-,0.1,-,-,-,-
4367,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.32,-,-
4370,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4372,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.87,-,0.84
4377,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.64,-,0.61,-,-,-
4383,,,,,,,,,,,,,,,,,,,,,0.87,-,-,-,-,-,-,0.86,-,0.88
4384,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4385,,,,,,,,,,,,,,,,,,,,,0.57,-,-,-,-,-,-,-,-,-
4387,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4391,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4394,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.51,-,0.62,-,-,-
4397,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4401,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,0.19,-,0.2
4403,,,,,,,,,,,,,,,,,,,,,0.64,-,-,-,-,-,-,0.63,-,-
4408,,,,,,,,,,,,,,,,,,,,,-,-,-,0.53,-,-,-,-,-,-
4415,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.3,-
4421,,,,,,,,,,,,,,,,,,,,,0.31,0.4,-,-,0.39,-,-,-,-,-
4422,,,,,,,,,,,,,,,,,,,,,0.39,-,-,-,-,-,-,-,-,-
4436,,,,,,,,,,,,,,,,,,,,,0.74,-,-,-,-,0.74,-,0.75,-,-
4445,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4447,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,0.7,-,-,-
4448,,,,,,,,,,,,,,,,,,,,,0.41,0.34,0.28,0.4,-,-,-,-,0.3,-
4450,,,,,,,,,,,,,,,,,,,,,-,-,0.7,-,-,-,0.7,0.67,-,-
4452,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.75,0.71,-,0.78,-,-
4453,,,,,,,,,,,,,,,,,,,,,-,-,-,0.72,0.75,-,0.76,0.72,-,-
4457,,,,,,,,,,,,,,,,,,,,,0.53,-,-,0.47,-,-,0.48,-,-,-
4464,,,,,,,,,,,,,,,,,,,,,-,-,0.43,-,-,-,-,-,-,-
4466,,,,,,,,,,,,,,,,,,,,,-,-,0.24,-,-,0.17,-,-,0.19,-
4473,,,,,,,,,,,,,,,,,,,,,-,-,0.4,-,0.53,0.39,-,-,-,-
4475,,,,,,,,,,,,,,,,,,,,,-,-,0.68,-,-,-,-,-,-,-
4476,,,,,,,,,,,,,,,,,,,,,0.89,-,-,-,-,0.87,-,-,0.88,-
4478,,,,,,,,,,,,,,,,,,,,,0.96,-,-,-,-,-,-,-,-,0.96
4479,,,,,,,,,,,,,,,,,,,,,-,0.43,-,-,0.46,0.43,-,0.44,-,-
4483,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4485,,,,,,,,,,,,,,,,,,,,,-,-,-,0.72,-,-,-,-,-,-
4491,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-
4492,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.47,-,-,-,-
4493,,,,,,,,,,,,,,,,,,,,,0.93,-,-,-,-,0.96,-,-,-,-
4494,,,,,,,,,,,,,,,,,,,,,-,-,0.13,-,0.16,-,-,0.21,0.19,-
4495,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.61,-
4496,,,,,,,,,,,,,,,,,,,,,-,-,-,0.65,0.59,-,-,-,-,-
4503,,,,,,,,,,,,,,,,,,,,,0.46,-,-,-,-,-,0.46,-,-,-
4508,,,,,,,,,,,,,,,,,,,,,0.29,-,-,0.4,-,-,-,-,-,-
4509,,,,,,,,,,,,,,,,,,,,,0.49,-,-,-,0.49,-,-,-,0.52,0.54
4511,,,,,,,,,,,,,,,,,,,,,-,-,-,-,0.3,-,-,-,-,-
4512,,,,,,,,,,,,,,,,,,,,,0.75,-,-,-,0.79,-,0.75,-,-,-
4514,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,0.8,-
4517,,,,,,,,,,,,,,,,,,,,,-,-,0.41,-,0.43,-,0.4,0.41,-,-
4518,,,,,,,,,,,,,,,,,,,,,0.82,-,0.77,-,0.81,-,-,-,-,-
4520,,,,,,,,,,,,,,,,,,,,,0.51,-,-,-,-,-,-,-,-,-
4534,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,0.25,-,-,-,-
4537,,,,,,,,,,,,,,,,,,,,,-,-,0.55,-,-,-,0.5,-,-,-
4544,,,,,,,,,,,,,,,,,,,,,-,-,0.55,-,-,-,-,0.54,-,-
4546,,,,,,,,,,,,,,,,,,,,,0.53,-,-,-,-,-,-,0.52,-,-
4550,,,,,,,,,,,,,,,,,,,,,0.97,-,-,0.97,-,-,-,-,-,-
